material,T_c
Ba1Fe1.908Ni0.092As2,18.4
Ba1Fe1.892Ni0.108As2,14.4
Ba1Fe1.856Ni0.144As2,6
Ba1Fe1.856Cu0.088As2,2.15
Ba1Fe1.936Co0.044Cu0.02As2,2.35
Ba1Fe1.918Co0.044Cu0.038As2,8.7
Ba1Fe1.906Co0.042Cu0.052As2,11.6
Ba1Fe1.894Co0.042Cu0.064As2,9.6
Ba1Fe1.872Co0.042Cu0.086As2,4.3
Ba1Fe1.906Co0.094As2,17.15
Ba1Fe1.889Co0.102Cu0.009As2,20.95
Ba1Fe1.868Co0.094Cu0.038As2,15.55
Ba1Fe1.838Co0.094Cu0.068As2,5.3
Mg10Ir19B16,3.8
Mg10Ir19B16,3.7
B0.057Si0.943,0.34
B0.039C0.961Si1,1.4
B0.978C0.022Si1,1.35
Sm1Ba2Cu3O7,42.8
Sm1Ba2Cu3O7,51.5
Sm1Ba2Cu3O7,56.5
Sm1Ba2Cu3O7,63.6
B0.048C0.952,6.6
B1I3,1.86
Mg12Ir19B16,2.5
Mg12Ir19B16,4.7
Ba1Fe2As1.3P0.7,30.5
Tl0.5Ba2Ca2Cu3.5O10,104
Tl0.5Ba2Ca2Cu3Cd0.5O10,93
Tl0.5Ba2Ca2Cu2.5Cd1O10,94.5
Tl0.5Ba2Ca2Cu2Cd1.5O10,92
Sm1Fe0.94Ir0.06As1O1,18
Sm1Fe0.89Ir0.11As1O1,18.3
Sm1Fe0.84Ir0.16As1O1,17.3
Mo0.25Sr2Y1Cu2.75O7,87
Mo0.25Sr2Ce1Y1Cu2.75O9,56
Mo0.25Sr2Ce2Y1Cu2.75O11,54.5
Mo0.25Sr2Ce3Y1Cu2.75O13,56
Ce1Co1In4.92Sn0.08,1.22
Ce1Co1In4.9Sn0.1,1.02
Ce1Co1In4.88Sn0.12,0.81
Ce1Co1In4.86Sn0.14,0.556
Fe1.12Se0.3Te0.7,13.7
Fe1.04Se0.33Te0.67,14.1
Fe1.05Se0.15Te0.85,14.1
Mg0.99Fe0.01B2,38.2
Mg0.99Fe0.01B2,31.2
Mg0.95Fe0.05B2,29.5
Tl0.25Li0.25Ba2Ca2Cu3.5O7.955,117
Tl0.25Li0.25Ba2Ca2Cu3Si0.5O7.835,111
Tl0.25Li0.25Ba2Ca2Cu2.5Si1O7.853,113
Tl0.25Li0.25Ba2Ca2Cu2.25Si1.25O7.719,99
Ti2In1N1,7.3
Ba0.6K0.4Fe2As2,37.76
Sm1Fe1As1O,53.8
Sm1Fe1As1F0.05O0.95,39
Sm1Fe1As1F0.1O0.9,47
Sm1Fe1As1F0.2O0.8,49
Sm1Fe1As1F0.3O0.7,53.56
Sm1Fe1As1F0.6O0.6,55
La1Ni1As1F0.1O0.9,3.8
Gd1Fe0.8Ir0.2As1O1,17.6
Gd1Fe0.7Ir0.3As1O1,11.6
C6Ca1,11.48
Sn1O1,1.4
Y1Rh2Sn1,4.1
Lu1Rh2Sn1,2.9
Sc1Rh2Sn1,2
Sr2V1Fe1As1O3,33
Ba1Fe2As2,22
C1,5.4
Sr1Fe1.84Pt0.16As2,16
Rb1Fe2As2,2.52
Ba0.7K0.3Fe1.66Co0.34As2,12
Ba0.7K0.3Fe1.72Co0.28As2,12
Ba0.95K0.05Fe1.782Co0.212As2,16
Ba0.86K0.14Fe1.68Co0.32As2,11
Ba0.82K0.18Fe1.654Co0.346As2,11
Ba0.805K0.195Fe1.738Co0.262As2,14
Ba0.694K0.306Fe1.826Co0.174As2,18
Ba0.66K0.34Fe1.8Co0.2As2,19
Ba0.68K0.32Fe1.954Co0.046As2,35
Ba0.511K0.489Fe1.772Co0.228As2,22
Ba0.49K0.51Fe1.79Co0.21As2,15
Ni0.02Ta1Se2,2.5
Nd1.4Cu1O4,27.85
Nd1.7Cu1O4,30.7
Nd1.8Cu1O4,31.3
Nd2Cu1O4,32
Nd2.1Cu1O4,30.35
La1.9Sm0.1Cu1O4,25
La1.7Sm0.3Cu1O4,25
Ba2Cu1O4,53.5
Ba2Cu1O4,42.5
La1.83Sr0.17Cu0.94Fe0.06O4,26.5
La1.81Sr0.19Cu0.94Fe0.06O4,28.6
La1.79Sr0.21Cu0.94Fe0.06O4,2.8
La1.77Sr0.23Cu0.94Fe0.06O4,30.5
La1.75Sr0.25Cu0.94Fe0.06O4,30.5
La1.73Sr0.27Cu0.94Fe0.06O4,32.5
La1.71Sr0.29Cu0.94Fe0.06O4,32.5
La1.69Sr0.31Cu0.94Fe0.06O4,28.4
La1.81Sr0.19Cu0.94Co0.06O4,31.8
La1.79Sr0.21Cu0.94Co0.06O4,31.8
La1.77Sr0.23Cu0.94Co0.06O4,32.5
La1.75Sr0.25Cu0.94Co0.06O4,36.4
La1.73Sr0.27Cu0.94Co0.06O4,34
La1.71Sr0.29Cu0.94Co0.06O4,33
La1.69Sr0.31Cu0.94Co0.06O4,31
La1.67Sr0.33Cu0.94Co0.06O4,29
La1.81Sr0.19Cu0.94Ni0.06O4,26.4
La1.79Sr0.21Cu0.94Ni0.06O4,28.3
La1.77Sr0.23Cu0.94Ni0.06O4,31.5
La1.75Sr0.25Cu0.94Ni0.06O4,36.5
La1.73Sr0.27Cu0.94Ni0.06O4,34.4
La1.71Sr0.29Cu0.94Ni0.06O4,30.4
Ce1Fe0.95Co0.05As1F0.1O0.9,23.5
Ce1Fe0.9Co0.1As1F0.1O0.9,9.8
Ce1Fe0.85Co0.15As1F0.1O0.9,4
Ba1Pb0.85Sb0.15O3,1.4
Ba1Pb0.8Sb0.2O3,1.7
Ba1Pb0.75Sb0.25O3,3.5
Tl2Ba2Cu1O6,86.5
Sr1.84Ba0.16Cu1O3.4,75
Sr1.68Ba0.32Cu1O3.4,88
Sr1.4Ba0.6Cu1O3.4,98
Sr2V1Fe1As1O2.9,40
Sr2V1Fe1As1O2.5,20
La3Rh4Sn13,3.1
La3Ir4Sn13,2.5
Sr3Rh4Sn13,4.2
Sr3Ir4Sn13,5
Ca3Rh4Sn13,8.3
Ca3Ir4Sn13,6.8
Ba1Fe1.85Co0.15As2,25
Tm5Rh6Sn18,2.19
Tm4Y1Rh6Sn18,2.61
Tm1.4Y3.6Rh6Sn18,3.14
Y5Rh6Sn18,3.14
Tm5Rh4.8Co1.2Sn18,1.97
Tm5Rh3.6Co2.4Sn18,1.57
Tm5Rh2.4Co3.6Sn18,1.27
K0.8Fe2Se2,28.3
Fe0.9Se0.25Te0.75,9.7
Fe0.95Se0.25Te0.75,8.5
Fe0.98Se0.25Te0.75,6.5
Sm1Fe1As1O0.85,54.9
Pr1Fe0.925Co0.075As1O1,14.4
Ce1Co1In4.9945Cd0.0055,2.23
Ce1Co1In4.989Cd0.011,2.18
Ce1Co1In4.996Sn0.004,2.21
Sr0.6La0.4Fe2As2,20.5
Y1Ni2B2C1,15.55
Y0.9Gd0.1Ni2B2C1,12.5
Y0.86Gd0.14Ni2B2C1,10.475
Y0.79Gd0.21Ni2B2C1,7.81
Y0.74Gd0.26Ni2B2C1,5.935
Lu1Ni2B2C1,16.35
Lu0.945Gd0.055Ni2B2C1,13.28
Lu0.87Gd0.13Ni2B2C1,9.715
Lu0.81Gd0.19Ni2B2C1,6.155
Fe1Se0.98,8.21
Sm1Fe1As1O0.85,54
Sm1Fe1As1H0.3O0.6,51.4
Sm1Fe1As1H0.12O0.77,54.2
Sm1Fe1As1O0.8,40.1
Ba1Fe1.91Co0.09As2,15.1
Ba1Fe1.85Co0.15As2,24.8
Ba1Fe1.774Co0.226As2,12.8
La1Fe1As1H0.6O0.6,35
Ce1Fe1As1H0.6O0.6,45.8
Pr1Fe1As1H0.6O0.6,49.7
Dy1Fe1As1O0.7,37
Dy1Fe1As1O0.7,44
Fe2As2Ca4Al1.34Ti0.66O6,12.5
Fe2As2Ca5Al1.5Ti1.5O9,15
Fe2As2Ca6Al1.32Ti2.68O12,36
Fe2As2Ca4Sc2.01Ti0.99O7.5,31
Fe2As2Ca5Sc2Ti2O10,36
Fe2As2Ca4Sc2Ti3O13,36
La1Fe1As1F0.11O0.89,26.3
Mo1Sr2Y1Cu2O8,22
Mo1Sn0.075Sr2Y1Cu2O8,22
B1,6
Rb1Fe2As2,2.6
Y1Fe2Si2,2.9
La1.85Sr0.15Cu0.996Zn0.004O4,32.6
La1.85Sr0.15Cu0.992Zn0.008O4,27.8
La1.85Sr0.15Cu0.989Zn0.011O4,23.2
La1.85Sr0.15Cu0.983Zn0.017O4,16
La1.85Sr0.15Cu1O4,36.8
La1.85Sr0.15Cu0.991Ni0.009O4,30
La1.85Sr0.15Cu0.982Ni0.018O4,22.5
La1.85Sr0.15Cu0.971Ni0.029O4,11.6
Nb1,7.13
Nb1,7.95
Nb1,8.81
Nb1,9.09
Nb1,9.47
Nb1,9.71
Sr1Fe1.85Ni0.15As2,9.2
Sr1Ir2As2,2.8
Ce1Rh1Si3,1.06
Nd1Fe1As1F0.11O0.89,48
Nd1Fe0.98Ru0.02As1F0.11O0.89,46.5
Nd1Fe0.9Ru0.1As1F0.11O0.89,40
Nd1Fe0.85Ru0.15As1F0.11O0.89,34
Nd1Fe0.5Ru0.5As1F0.11O0.89,14.5
Y1Pd2Al3,2.2
Li1Rh1B1.5,2.5
Li1.2Rh1B1.5,2.5
Y2Al1Ge3,4.5
Fe1Te0.75S0.25,7.28
Tl2Mo6Se6,4.2
In2Mo6Se6,2.85
Tl2Mo6Se6,5
Eu0.5Ca0.5Fe2As2,24
La1Pd2Al3,0.85
Eu1Fe1.715Co0.285As2,21
Eu0.6Sr0.4Fe1.715Co0.285As2,13.9
Eu0.7Sr0.3Fe1.715Co0.285As2,10.2
La1Fe1As1F0.11O0.89,27.1
La1Fe0.985Ru0.015As1F0.11O0.89,27.5
La1Fe0.97Ru0.03As1F0.11O0.89,25.6
La1Fe0.9Ru0.1As1F0.11O0.89,23.6
La1Fe0.85Ru0.15As1F0.11O0.89,23.6
La1Fe0.7Ru0.3As1F0.11O0.89,17.2
La1Fe1As1F0.11O0.89,27.3
La1Fe1As1F0.13O0.87,25.4
La1Fe1As1F0.15O0.85,20
La1Fe1As1F0.2O0.8,4.52
La1Fe1As1F0.18O0.82,14.3
Pr0.9Nd0.1Os4Sb12,1.73
Pr0.8Nd0.2Os4Sb12,1.61
Pr0.75Nd0.25Os4Sb12,1.48
Pr0.7Nd0.3Os4Sb12,1.27
Pr0.6Nd0.4Os4Sb12,0.89
Pr0.5Nd0.5Os4Sb12,0.6
Ca1Ir1Si3,3.6
Ca1Pt1Si3,2.3
Pr1Fe0.95Co0.05As1O1,8.76
Pr1Fe0.925Co0.075As1O1,15.7
Pr1Fe0.9Co0.1As1O1,16
Pr1Fe0.85Co0.15As1O1,9.07
Pr0.8Sr0.2Fe1As1O1,14
Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5
Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
Pr0.8Sr0.2Fe0.85Co0.15As1O1,16
Pr0.8Sr0.2Fe0.8Co0.2As1O1,11.5
Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
Fe1.03Te0.7Se0.3,13
Sn1Mo6S8,14.2
Pb1Mo6S8,14.9
Hg0.44Re1O3,7.7
Cu0.1Ti1Se2,3.9
Cs0.23W1O3,6
Cs0.25W1O3,4
Cs0.3W1O3,2
Rb0.33W1O3,1.98
Rb0.2W1O3,3.52
Rb0.18W1O3,4.24
Rb0.16W1O3,4.8
Cu0.06Ti1Se2,2.5
La1Fe0.9975Mn0.0025As1F0.11O0.89,10.1
La1Fe1As1F0.11O0.89,27
La1Fe0.9875Co0.0125As1F0.11O0.89,24
La1Fe0.95Co0.05As1F0.11O0.89,16.1
Nd1Fe0.97Mn0.03As1F0.11O0.89,11.9
Nd1Fe0.98Mn0.02As1F0.11O0.89,27.1
Nd1Fe0.99Mn0.01As1F0.11O0.89,38
Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
Nd1Fe0.95Co0.05As1F0.11O0.89,30.1
Nd1Fe0.9Co0.1As1F0.11O0.89,9
Fe2As2Ca5Mg0.8Ti3.2O9.8,39
Fe2As2Ca4Mg0.75Ti2.25O7.5,43
Ni2P2Sr4Sc2O6,3.6
Ni2As2Sr4Sc2O6,2.7
Fe2As2Sr4Mg0.9Ti1.1O6,23.5
Fe2As2Sr4Mg0.8Ti1.2O6,26
Fe2As2Sr4Mg0.6Ti1.4O6,29
Fe2As2Sr4Mg0.4Ti1.6O6,28
Fe2As2Sr4Mg1Ti1O6,6
Fe1.9Co0.1As2Sr4Mg1Ti1O6,22
Fe1.8Co0.2As2Sr4Mg1Ti1O6,24
Fe1.7Co0.3As2Sr4Mg1Ti1O6,16
Fe1P1Sr2Sc1O3,15
Cu0.29Bi2Se3,3.2
Yb1Ga1.1Si0.9,2.4
Bi1Cu0.9S1O1,5.8
Eu1Fe2As1.7P0.3,21
Eu1Fe2As1.68P0.32,22
Eu1Fe2As1.6P0.4,29
Eu1Fe2As1.46P0.54,26
Bi2Sr1.6La0.4Cu1O6,28
Bi2Sr1.9La0.1Cu1O6,16
Rb0.88Fe1.81Se2,30.6
K0.8Fe1.5Se2,32.4
Cs0.8Fe2Se1.96,27.4
K0.8Fe2Se1.96,29.5
K0.86Fe2Se1.82,29
Cs0.86Fe1.66Se2,25.5
Eu1Fe1As1.64P0.36,28
Sm1Fe1As1F0.15O0.85,49.5
Ca1Fe1.922Co0.078As2,21.2
Ca1Fe1.898Co0.102As2,19.9
Ca1Fe1.888Co0.112As2,16.5
Ca1Fe1.874Co0.126As2,14.8
La1Rh1Si3,2.16
Li1Fe1As1,17.5
Eu1Fe2As2,30
Sr1Pd2Ge2,2.7
Sr1Pd2Ge2,3.04
Ba1Ni2As2,0.68
Ca1Fe1.94Co0.06As2,15.5
Ca1Fe1.9Co0.1As2,17.7
Ca1Fe1.85Co0.15As2,15.2
Ca1Fe1.82Co0.18As2,15.7
Ca1Fe1.8Co0.2As2,17.1
Ca1Fe1.75Co0.25As2,14.1
Ca1Fe1.73Co0.27As2,12
Ca1Fe1.7Co0.3As2,10.8
Ca1Fe1.6Co0.4As2,2
Sr1Fe1.916Co0.084As2,2
Sr1Fe1.888Co0.112As2,2
Sr1Fe1.86Co0.14As2,7.2
Sr1Fe1.826Co0.174As2,9.5
Sr1Fe1.816Co0.184As2,13.4
Sr1Fe1.792Co0.208As2,13.9
Sr1Fe1.766Co0.234As2,14.4
Sr1Fe1.752Co0.248As2,13.2
Sr1Fe1.732Co0.268As2,11
Sr1Fe1.66Co0.34As2,5.56
Sr1Fe1.76Co0.24As2,13.5
Sr0.958Eu0.042Fe1.76Co0.24As2,13.3
Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
Sr0.81Eu0.19Fe1.76Co0.24As2,12
Sr0.66Eu0.34Fe1.76Co0.24As2,9.82
Sr0.57Eu0.43Fe1.76Co0.24As2,8.78
Sr0.5Eu0.5Fe1.76Co0.24As2,8.45
Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
Sr0.28Eu0.72Fe1.76Co0.24As2,12.3
Sr0.15Eu0.85Fe1.76Co0.24As2,2
Sr0.05Eu0.95Fe1.76Co0.24As2,2
Eu1Fe1.76Co0.24As2,2
K0.68Fe1.79Se2,32
Tl0.45K0.34Fe1.84Se2,28
K0.8Fe2Se2,33
Yb1Ga1.15Si0.85,2.6
Lu1Ni2B2C1,15
Sr1Pt2As2,5.45
Nb0.18Re0.82,8.75
K0.8Fe2Se2,32
Ce1Co1In5,2.325
Bi2Te3,9.5
La3Ni2B2N2.7,12.5
La2.95Ce0.05Ni2B2N2.7,10.2
La2.9Ce0.1Ni2B2N2.7,4.9
Y0.95Ce0.05Ni2B2C1,13.8
Y0.9Ce0.1Ni2B2C1,11.9
Ce1Ni2B2C1,0.1
Bi3Ni1,3.85
Fe1Te0.57Se0.43,15
B12Li2.5,6.62
B12Li1.7,7.05
Cs0.8Fe2Se1.96,29.6
Ca4Sc2.01Ti0.99Fe2As2O,31.6
Ca5Sc2Ti2Fe2As2O,36.35
Ca6Sc2Ti3Fe2As2O,36.35
Ca4Mg0.75Ti1.25Fe2As2O,44.55
Sr2V1Fe1As1O3,36.4
Sr2V1Fe1As1O3,26
Sr2Mg0.3Ti0.7Fe1As1O3,36.7
Sr2Mg0.5Ti0.5Fe0.95Co0.05As1O3,26.2
W5Si1B2,5.8
Nb5Si3,0.69
Si3W5,2.7
Ce1Ge2Rh1,0.45
Tl1Fe1.7Se2,22.4
Tl0.63K0.37Fe1.78Se2,28.4
Tl0.75K0.25Fe1.84Se2,29.8
Tl0.54K0.46Fe1.88Se2,30.4
K0.82Fe1.63Se2,32
Ba0.72K0.28Fe2As2,33.1
Tl0.47Rb0.34Fe1.63Se2,32
Ce1Co1In5,2.24
Ce0.95Yb0.05Co1In5,2.16
Ce0.9Yb0.1Co1In5,2.09
Ce0.875Yb0.125Co1In5,1.97
Ce0.5Yb0.5Co1In5,1.19
Ce0.98La0.02Co1In5,2
Ce0.95La0.05Co1In5,1.68
Ce0.925La0.075Co1In5,1.31
Ce0.9La0.1Co1In5,1.22
Ce0.875La0.125Co1In5,0.86
Ce0.85La0.15Co1In5,0.78
Ce0.95Nd0.05Co1In5,2
Si1,7.7
Ge1,5.5
Ga1P1,10.3
Bi2Te3,4.35
Bi2Te3,2.9
Ge1,4.94
Fe1Te1,3
Tl2Mo6Se6,2.6
Pd0.5Bi2Te3,5.5
Ba1Pb0.5Hg0.25Bi0.25O3,2.93
Ba1Pb0.4Hg0.35Bi0.25O3,9.97
Li1Fe1As1,15.6
Li1Fe1As1,16.3
K1Fe2As2,2.79
K1Fe2As2,3.7
K1Fe2As2,3.1
La1Sb2,1.2
La0.9Y0.1Co2B2,4.25
La1Co1.4Fe0.6B2,4
Bi3Ni1,4.05
Ba2Ca2Cu3F1.2O6.8,120
Ba2Ca2Cu3F1.6O6.4,102
Ba2Ca2Cu3F1.8O6.2,81
Sm1Fe1As1F0.1O0.9,38.9
Cu0.05Zr1Te3,3.8
Sr1Pt1As1,2.4
Ce1Fe1As1F0.05O0.95,11.7
Ce1Fe1As0.95P0.05F0.05O0.95,17.2
Ce1Fe1As0.9P0.1F0.05O0.95,19.3
Ce1Fe1As0.85P0.15F0.05O0.95,21.8
Ce1Fe1As0.8P0.2F0.05O0.95,20.6
Ce1Fe1As0.7P0.3F0.05O0.95,18.2
Ce1Fe1As0.6P0.4F0.05O0.95,16
Sr0.95Nd0.05Cu1O2,20.7
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5
Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8
Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74,44
Tl0.85Cr0.15Sr2Ca1Cu2O7,100.4
Tl0.85Cr0.15Sr2Ca1Cu1.9Ge0.1O7,102.5
Tl0.85Cr0.15Sr2Ca1Cu1.8Ge0.2O7,89.8
Tl0.85Cr0.15Sr2Ca1Cu1.7Ge0.3O7,88.65
Tl0.85Cr0.15Sr2Ca1Cu1.6Ge0.4O7,54
Tl0.5Pb0.5Sr1.8Yb0.2Ca1Cu2O7,98.45
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.8Mg0.2Cu2O7,96.8
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.6Mg0.4Cu2O7,101.1
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.4Mg0.6Cu2O7,102.75
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.2Mg0.8Cu2O7,75.2
Tl0.5Pb0.5Sr1.8Yb0.2Mg1Cu2O7,64.95
Tl1Sr1.8Yb0.2Ca1Cu2O7,64.75
Tl0.9Sr1.8Yb0.2Ca1Cu2.1O7,68.55
Tl0.8Sr1.8Yb0.2Ca1Cu2.2O7,78.35
Tl0.7Sr1.8Yb0.2Ca1Cu2.3O7,79.5
Tl0.6Sr1.8Yb0.2Ca1Cu2.4O7,85.05
Tl0.5Sr1.8Yb0.2Ca1Cu2.5O7,76.15
Tl0.4Sr1.8Yb0.2Ca1Cu2.6O7,72.9
Tl1Sr1.6Yb0.4Ca1Cu2O7,87
Tl0.9Sr1.6Yb0.4Ca1Cu2.1O7,78
Tl0.2Sr1.6Yb0.4Ca1Cu2.2O7,66
Tl0.3Sr1.6Yb0.4Ca1Cu2.3O7,87.5
Tl0.4Sr1.6Yb0.4Ca1Cu2.4O7,63.5
Tl0.5Sr1.6Yb0.4Ca1Cu2.5O7,64
Tl0.8Hg0.2Ba2Ca2Cu3O9,137.4
Tl0.8Hg0.2Ba2Ca1.975Sm0.025Cu3O9,123.4
Tl0.8Hg0.2Ba2Ca1.95Sm0.05Cu3O9,114.1
Tl0.8Hg0.2Ba2Ca1.9Sm0.1Cu3O9,97.9
Tl0.8Hg0.2Ba2Ca1.85Sm0.15Cu3O9,90.5
Tl0.8Hg0.2Ba2Ca1.975Yb0.025Cu3O9,124.5
Tl0.8Hg0.2Ba2Ca1.95Yb0.05Cu3O9,112.2
Tl0.8Hg0.2Ba2Ca1.9Yb0.1Cu3O9,105.7
Tl0.8Hg0.2Ba2Ca1.85Yb0.15Cu3O9,90.5
Ba1Fe1.922Rh0.078As2,14
La0.81Sm0.06Sr0.13Fe1As1O1,18.5
La0.81Gd0.06Sr0.13Fe1As1O1,17.1
La0.81Dy0.06Sr0.13Fe1As1O1,16.5
Ca1,29
Li1Fe1As1,16.9
Na0.9Fe1As1,18
Eu1Fe2As2,25
Ca4Al2Fe2As2O5.785,27
Ca4Al2Fe2As2O5.65,26.8
Ca4Al2Fe2P2O5.8,17
Fe2As2Sr4Sc1.8Ti1.2O8,28
Fe2As2Sr4Sc1.5Ti1.5O8,22
Fe2As2Ba4Sc3O7.5,11
Ba1Fe1.922Rh0.078As2,17.8
Ba1Fe1.848Rh0.152As2,22.2
Ba1Fe1.738Rh0.262As2,8.3
Ba1Fe1.958Pd0.042As2,4.1
Ba1Fe1.946Pd0.054As2,12.3
Ba1Fe1.94Pd0.06As2,16.4
Ba1Fe1.894Pd0.106As2,13.3
Ba1Fe1.866Pd0.134As2,7.16
Ba1Fe1.952Ni0.048As2,4.1
Ba1Fe1.936Ni0.064As2,14.8
Ba1Fe1.908Ni0.092As2,18.9
Ba1Fe1.892Ni0.108As2,14.8
Ba1Fe1.856Ni0.144As2,6.14
Nd1.85Ce0.15Cu1O4,19.4
Nb1C1N1,15.75
Nb1C1N1,16.5
Zr55Co30Al15,2.4
Co15Zr85,3.3
Zr55Cu30Al10Ni5,2.7
Zr55Cu25Nb5Al10Ni5,3
K0.75Fe1.68Se2,31
K0.8Fe1.76Se2,32.2
Tl0.58Rb0.42Fe1.72Se2,31.5
Cu0.4Bi2Se3,3.09
Li1Fe1As1,17.8
Li2Pd3B1,7.46
Li2Pd2.85Pt0.15B1,6.4
Li2Pd2.4Pt0.6B1,5.47
Li2Pd1.5Pt1.5B1,4.36
Li2Pd0.48Pt2.52B1,3.07
Li2Pd0.3Pt2.7B1,3.37
Li2Pt3B1,3.12
Ca1Ir1Si3,3
K0.64Fe1.44Se2,31
K0.73Fe1.44Se1.68S0.32,31.4
K0.7Fe1.55Se1.01S0.99,21.4
K0.76Fe1.61Se0.96S1.04,16.4
K0.8Fe2Se0.42S1.58,1.9
K0.2Fe2S2,1.8
K0.65Fe1.41Se2,32
Nb1S2,6.05
Nb1S2,5.7
Nb0.7Fe1.55Se1.01S0.99,23.5
Nb0.76Fe1.61Se0.96S1.04,18
Li1Fe0.975Co0.025As1,13.8
Li1Fe0.95Co0.05As1,10.8
Li1Fe1As1,16.8
Li1Fe1As1,16.6
Li0.99Fe1.01As1,14
Li0.98Fe1.02As1,4.61
Li1Fe0.975Co0.025As1,13
Li1Fe0.95Co0.05As1,9.78
Li1Fe0.925Co0.075As1,7.66
Li1Fe0.99Ni0.01As1,13.35
Li1Fe0.98Ni0.02As1,10.58
Ca10Fe8.2Pt4.8As18,38
Ca10Fe9.2Pt3.8As18,13
Lu2Fe3Si5,2.78
Zr1Ru1P1,13.8
Zr1Ru0.95Fe0.05P1,10.3
Zr1Ru0.8Fe0.2P1,2.6
Zr1Rh1P1,1.5
Zr1Ru0.99Rh0.01P1,10.1
Zr1Ru0.95Rh0.05P1,9.3
Zr1Ru0.95Rh0.05P1,3
Zr1Ru0.9Rh0.1P1,2.9
Zr1Ru1P1,3.76
Zr1Ru1P1,10.1
Zr1Ru1P0.95B0.05,8.4
Zr1Ru1P0.9B0.1,8.1
Zr1Ru1P0.85B0.15,6.4
Zr1Ru1P0.8B0.2,5.4
Zr1Ru1P0.6B0.4,5.6
La1Ru2P2,4
La1Ru2P1.6B0.4,2
Zr1Ru1P1,10.3
Pr1Fe0.95Co0.05As1O1,4.96
Pr0.8Sr0.2Fe1As1O1,15
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.8
La1.76Sr0.24Cu0.94Mn0.06O4,34
Zr1Ru1P1,7.6
Tl0.59Cs0.26Fe1.9Se2,30.3
Fe1Se0.5Te0.5,12.5
Co1Zr2,5.47
Zr2Co0.95Ga0.05,5.79
Zr2Co0.9Ga0.1,5.72
Zr2Co0.85Ga0.15,5.56
Zr2Co0.8Ga0.2,5.29
Zr2Co0.75Ga0.25,5.1
Zr2Co0.7Ga0.3,4.97
Fe1Cr0.01Se1,10.4
Fe1Cr0.01Se1,11.2
Zr2Co0.85Ni0.15,5.92
Zr2Co0.75Ni0.25,4.91
Zr2Co0.5Ni0.5,3.11
Zr2Co0.3Ni0.7,1.87
Zr2Co0.15Ni0.85,1.4
Ni1Zr2,1.56
La1Pt1Si1,4.3
La1Pt0.9Ni0.1Si1,3.23
La1Pt0.8Ni0.2Si1,2.82
La1Pt0.7Ni0.3Si1,2.775
La1Pt0.6Ni0.4Si1,2.63
La1Pt0.5Ni0.5Si1,2.285
La1Pt0.4Ni0.6Si1,1.945
La1Pt0.3Ni0.7Si1,1.655
La1Pt0.1Ni0.9Si1,1.275
La1Ni1Si1,1.23
Fe1.01Se1,8
Bi4Te3,2.1
Bi4Te3,8.4
Ca0.8La0.2Fe2As2,40
Ba0.7Rb0.3Fe2As2,36.9
Ba0.65Rb0.35Fe2As2,35.8
Ba0.6Rb0.4Fe2As2,34
La1Fe1As1F0.055O0.945,7
Bi1Pd1,3.8
Li1Fe1As1,17.4
Ca1Al1Si1,5.95
Ca1Al1Si1,7.89
La1Fe1As0.95Sb0.05F0.2O0.8,30.1
La1Fe1As0.9Sb0.1F0.2O0.8,28.6
Rb0.88Fe1.81Se2,32
Cs0.86Fe1.66Se2,29
Tl0.4K0.3Fe1.7Se2,28
Tl0.4Rb0.4Fe1.6Se2,32
K0.86Fe1.66Se2,32
K0.8Fe1.7Se2,31
Rb0.8Fe1.7Se2,31.75
Cs0.8Fe1.7Se2,29.2
Tl0.4K0.3Fe1.7Se2,26.25
Tl0.4Rb0.4Fe1.7Se2,31.35
Mo5Si1B2,5.8
Ca0.5Na0.5Fe2As2,19.4
Ca0.4Na0.6Fe2As2,25
Ca0.25Na0.75Fe2As2,33.4
Ba0.65Na0.35Fe2As2,29.4
Y1Ni1Ge3,0.46
Nd0.8Ba0.2Fe1As1F0.4O0.6,50.03
Gd1Ba2Cu3O7,91.8
Gd0.95Pr0.05Ba2Cu3O7,86.5
Gd0.95Pr0.05Ba2Cu2.94Mn0.06O7,68
Gd0.95Pr0.05Ba2Cu2.94Fe0.06O7,54.5
Gd0.95Pr0.05Ba2Cu2.94Ni0.06O7,64
Gd0.95Pr0.05Ba2Cu2.94Zn0.06O7,46.2
Mo0.25Sr2Y1Ce4Cu2.75O15,55
Mo0.25Sr2Y1.002Ce4.998Cu2.75O17,55
Ca0.8Na0.2Fe2As2,14
